,Result,Category
40706,White Win,12
40707,White Win,8
40708,Black Win,5
40709,White Win,12
40710,White Win,11
40711,Draw,8
40712,Black Win,0
40713,White Win,12
40714,Black Win,3
40715,Black Win,8
40716,Black Win,12
40717,White Win,9
40718,White Win,20
40719,White Win,11
40720,Black Win,9
40721,Black Win,4
40722,Black Win,7
40723,White Win,9
40724,White Win,11
40725,Black Win,5
40726,White Win,12
40727,White Win,10
40728,Black Win,8
40729,Black Win,5
40730,Black Win,12
40731,White Win,9
40732,Black Win,9
40733,White Win,8
40734,White Win,6
40735,White Win,9
40736,White Win,7
40737,Black Win,9
40738,White Win,15
40739,Black Win,5
40740,White Win,7
40741,White Win,14
40742,Black Win,0
40743,White Win,17
40744,White Win,9
40745,White Win,11
40746,White Win,10
40747,Draw,7
40748,White Win,19
40749,White Win,5
40750,White Win,15
40751,White Win,10
40752,White Win,11
40753,Black Win,15
40754,Black Win,8
40755,Black Win,8
40756,White Win,16
40757,White Win,11
40758,White Win,13
40759,Black Win,6
40760,Black Win,7
40761,Black Win,8
40762,White Win,20
40763,Black Win,12
40764,White Win,11
40765,White Win,9
40766,White Win,12
40767,Black Win,5
40768,Black Win,7
40769,White Win,12
40770,White Win,8
40771,Black Win,8
40772,White Win,6
40773,White Win,12
40774,Black Win,7
40775,Black Win,3
40776,White Win,8
40777,White Win,10
40778,White Win,9
40779,White Win,11
40780,Black Win,12
40781,Black Win,8
40782,White Win,8
40783,Black Win,8
40784,White Win,12
40785,Black Win,10
40786,Black Win,7
40787,White Win,8
40788,Black Win,10
40789,White Win,9
40790,Black Win,7
40791,White Win,11
40792,White Win,11
40793,Black Win,8
40794,Black Win,7
40795,Black Win,3
40796,Black Win,7
40797,White Win,8
40798,White Win,9
40799,White Win,12
40800,Black Win,12
40801,White Win,9
40802,White Win,15
40803,White Win,10
40804,Black Win,8
40805,Black Win,3
40806,White Win,9
40807,White Win,11
40808,White Win,11
40809,White Win,9
40810,White Win,11
40811,Black Win,8
40812,White Win,11
40813,White Win,6
40814,White Win,15
40815,Black Win,10
40816,Black Win,12
40817,White Win,8
40818,White Win,10
40819,Black Win,11
40820,Black Win,9
40821,Black Win,0
40822,White Win,15
40823,White Win,9
40824,Black Win,7
40825,Draw,11
40826,Draw,8
40827,White Win,8
40828,Black Win,11
40829,Black Win,10
40830,White Win,10
40831,Black Win,10
40832,White Win,13
40833,White Win,11
40834,Black Win,11
40835,White Win,12
40836,Draw,11
40837,Black Win,10
40838,Black Win,8
40839,White Win,16
40840,White Win,12
40841,Black Win,7
40842,White Win,4
40843,White Win,9
40844,White Win,9
40845,Black Win,7
40846,Black Win,12
40847,White Win,11
40848,Draw,10
40849,Black Win,10
40850,White Win,12
40851,White Win,12
40852,White Win,20
40853,White Win,2
40854,White Win,12
40855,Black Win,12
40856,White Win,8
40857,White Win,9
40858,Black Win,10
40859,White Win,11
40860,White Win,11
40861,White Win,12
40862,Black Win,4
40863,Black Win,9
40864,White Win,6
40865,White Win,12
40866,White Win,13
40867,White Win,9
40868,Black Win,7
40869,Black Win,2
40870,Black Win,10
40871,White Win,10
40872,White Win,14
40873,Black Win,3
40874,White Win,8
40875,Black Win,8
40876,Black Win,8
40877,White Win,9
40878,White Win,10
40879,White Win,10
40880,Draw,8
40881,White Win,12
40882,Black Win,10
40883,Black Win,7
40884,Black Win,12
40885,Black Win,6
40886,White Win,8
40887,Black Win,3
40888,Black Win,9
40889,White Win,8
40890,White Win,11
40891,Black Win,9
40892,White Win,5
40893,Black Win,0
40894,Black Win,3
40895,White Win,13
40896,Black Win,8
40897,White Win,10
40898,Black Win,7
40899,White Win,9
40900,Black Win,12
40901,Black Win,4
40902,White Win,7
40903,White Win,10
40904,White Win,10
40905,Black Win,2
40906,White Win,10
40907,White Win,15
40908,Black Win,6
40909,White Win,11
40910,White Win,8
40911,White Win,9
40912,Black Win,8
40913,White Win,7
40914,Black Win,10
40915,White Win,15
40916,White Win,4
40917,White Win,10
40918,White Win,10
40919,Black Win,13
40920,Black Win,7
40921,White Win,11
40922,White Win,9
40923,Black Win,10
40924,Black Win,16
40925,White Win,11
40926,White Win,12
40927,Black Win,5
40928,Black Win,8
40929,Black Win,11
40930,White Win,11
40931,Black Win,11
40932,White Win,15
40933,White Win,14
40934,Black Win,7
40935,White Win,6
40936,White Win,12
40937,White Win,12
40938,Black Win,12
40939,Black Win,7
40940,White Win,12
40941,Black Win,9
40942,Draw,11
40943,Black Win,7
40944,Black Win,0
40945,White Win,10
40946,White Win,15
40947,White Win,12
40948,White Win,13
40949,White Win,16
40950,Black Win,10
40951,White Win,11
40952,White Win,9
40953,White Win,6
40954,White Win,8
40955,White Win,8
40956,Black Win,13
40957,Black Win,10
40958,Black Win,9
40959,Black Win,8
40960,Black Win,9
40961,Black Win,10
40962,Black Win,4
40963,White Win,10
40964,Black Win,13
40965,Black Win,7
40966,Black Win,10
40967,White Win,14
40968,Black Win,8
40969,White Win,10
40970,White Win,13
40971,Black Win,4
40972,Black Win,11
40973,White Win,15
40974,White Win,8
40975,White Win,13
40976,Draw,9
40977,White Win,11
40978,Black Win,9
40979,White Win,8
40980,White Win,8
40981,Draw,10
40982,Black Win,7
40983,Draw,8
40984,White Win,9
40985,Black Win,9
40986,Black Win,10
40987,White Win,9
40988,White Win,14
40989,White Win,11
40990,Black Win,12
40991,Black Win,7
40992,White Win,8
40993,White Win,9
40994,White Win,15
40995,White Win,8
40996,White Win,6
40997,Draw,7
40998,Black Win,7
40999,Draw,4
41000,White Win,9
41001,Black Win,8
41002,Black Win,9
41003,Black Win,4
41004,White Win,16
41005,White Win,10
41006,Black Win,6
41007,White Win,20
41008,Black Win,5
41009,Black Win,11
41010,White Win,5
41011,White Win,11
41012,White Win,7
41013,Black Win,12
41014,White Win,17
41015,Black Win,1
41016,White Win,9
41017,Black Win,7
41018,Black Win,8
41019,Black Win,13
41020,Black Win,10
41021,Black Win,11
41022,White Win,20
41023,White Win,4
41024,Black Win,14
41025,White Win,12
41026,White Win,6
41027,Black Win,11
41028,White Win,10
41029,Black Win,9
41030,Black Win,4
41031,White Win,5
41032,White Win,14
41033,Black Win,9
41034,Black Win,8
41035,Black Win,15
41036,Black Win,7
41037,Black Win,0
41038,Black Win,10
41039,Black Win,9
41040,Black Win,5
41041,Black Win,12
41042,Black Win,11
41043,White Win,14
41044,Black Win,8
41045,Black Win,5
41046,White Win,11
41047,White Win,8
41048,White Win,10
41049,White Win,9
41050,White Win,11
41051,White Win,6
41052,White Win,8
41053,White Win,10
41054,Black Win,11
41055,Black Win,10
41056,Black Win,6
41057,Black Win,10
41058,White Win,11
41059,Black Win,13
41060,White Win,11
41061,Black Win,12
41062,White Win,9
41063,Black Win,9
41064,Black Win,8
41065,White Win,16
41066,White Win,7
41067,White Win,10
41068,White Win,12
41069,Black Win,9
41070,Black Win,10
41071,White Win,11
41072,White Win,8
41073,Black Win,9
41074,Black Win,7
41075,White Win,12
41076,Draw,15
41077,White Win,12
41078,White Win,11
41079,Black Win,6
41080,White Win,10
41081,White Win,11
41082,White Win,7
41083,White Win,11
41084,Black Win,7
41085,White Win,11
41086,White Win,7
41087,Black Win,10
41088,Black Win,10
41089,White Win,14
41090,White Win,20
41091,Black Win,9
41092,Black Win,9
41093,Black Win,0
41094,Black Win,6
41095,White Win,11
41096,Black Win,8
41097,White Win,13
41098,Black Win,10
41099,Black Win,7
41100,White Win,12
41101,Black Win,5
41102,Black Win,10
41103,White Win,10
41104,Black Win,6
41105,Draw,12
41106,White Win,18
41107,White Win,12
41108,Black Win,2
41109,White Win,6
41110,White Win,16
41111,Black Win,13
41112,Black Win,16
41113,Black Win,0
41114,Black Win,9
41115,White Win,10
41116,White Win,14
41117,White Win,7
41118,White Win,11
41119,White Win,9
41120,White Win,9
41121,White Win,7
41122,Black Win,5
41123,White Win,8
41124,Black Win,10
41125,White Win,17
41126,Black Win,8
41127,Draw,10
41128,Black Win,13
41129,Black Win,8
41130,Black Win,9
41131,White Win,11
41132,White Win,10
41133,Black Win,8
41134,White Win,7
41135,White Win,0
41136,White Win,10
41137,Black Win,7
41138,Black Win,15
41139,Black Win,0
41140,White Win,10
41141,Draw,18
41142,Black Win,11
41143,Black Win,8
41144,Draw,3
41145,Black Win,6
41146,White Win,11
41147,White Win,7
41148,Black Win,7
41149,Black Win,6
41150,White Win,11
41151,White Win,9
41152,Black Win,11
41153,White Win,11
41154,Black Win,7
41155,Black Win,4
41156,Black Win,5
41157,White Win,10
41158,Black Win,7
41159,Black Win,8
41160,Black Win,10
41161,Draw,15
41162,Black Win,13
41163,Black Win,9
41164,Draw,10
41165,Black Win,9
41166,Draw,9
41167,White Win,10
41168,White Win,14
41169,Black Win,7
41170,White Win,9
41171,Black Win,1
41172,Black Win,8
41173,Draw,11
41174,Black Win,8
41175,Black Win,13
41176,Black Win,5
41177,Draw,10
41178,White Win,11
41179,White Win,6
41180,Black Win,0
41181,Black Win,13
41182,White Win,9
41183,Black Win,8
41184,White Win,7
41185,Black Win,10
41186,Black Win,9
41187,White Win,9
41188,Black Win,10
41189,Black Win,10
41190,Black Win,14
41191,White Win,20
41192,Black Win,9
41193,Black Win,10
41194,Black Win,2
41195,Black Win,9
41196,White Win,19
41197,Black Win,4
41198,White Win,9
41199,White Win,11
41200,Black Win,9
41201,White Win,18
41202,Black Win,5
41203,White Win,1
41204,White Win,12
41205,White Win,9
41206,White Win,10
41207,White Win,9
41208,White Win,7
41209,Black Win,9
41210,Black Win,0
41211,Draw,14
41212,White Win,9
41213,White Win,11
41214,Black Win,6
41215,White Win,11
41216,Black Win,6
41217,Black Win,7
41218,Black Win,0
41219,Black Win,11
41220,Black Win,7
41221,Black Win,11
41222,Black Win,6
41223,White Win,12
41224,White Win,8
41225,White Win,11
41226,Black Win,10
41227,Black Win,9
41228,Black Win,7
41229,White Win,17
41230,Black Win,11
41231,White Win,9
41232,White Win,8
41233,White Win,10
41234,Draw,10
41235,Black Win,6
41236,Black Win,9
41237,Black Win,10
41238,Black Win,10
41239,White Win,6
41240,White Win,10
41241,White Win,4
41242,Black Win,8
41243,White Win,8
41244,Black Win,8
41245,White Win,8
41246,Black Win,5
41247,Black Win,9
41248,White Win,11
41249,White Win,9
41250,Black Win,7
41251,White Win,10
41252,White Win,17
41253,White Win,17
41254,White Win,16
41255,White Win,11
41256,White Win,9
41257,White Win,10
41258,White Win,9
41259,Black Win,2
41260,White Win,9
41261,Black Win,9
41262,White Win,10
41263,White Win,9
41264,Black Win,0
41265,Black Win,6
41266,White Win,9
41267,White Win,17
41268,White Win,8
41269,Black Win,10
41270,White Win,2
41271,Black Win,9
41272,White Win,20
41273,Black Win,10
41274,White Win,9
41275,Black Win,9
41276,Black Win,9
41277,White Win,13
41278,Black Win,7
41279,Black Win,7
41280,White Win,15
41281,Black Win,10
41282,Black Win,8
41283,Black Win,5
41284,Black Win,6
41285,Black Win,5
41286,White Win,10
41287,White Win,12
41288,White Win,15
41289,Black Win,8
41290,White Win,10
41291,Black Win,9
41292,Black Win,0
41293,White Win,11
41294,White Win,19
41295,Black Win,8
41296,Black Win,7
41297,Black Win,7
41298,White Win,9
41299,White Win,9
41300,Draw,13
41301,Black Win,10
41302,Black Win,6
41303,Draw,11
41304,White Win,10
41305,White Win,10
41306,White Win,9
41307,Black Win,14
41308,Black Win,8
41309,Black Win,8
41310,White Win,17
41311,White Win,15
41312,Draw,9
41313,Black Win,8
41314,Black Win,9
41315,White Win,11
41316,White Win,13
41317,White Win,20
41318,Black Win,9
41319,White Win,8
41320,Black Win,5
41321,Black Win,6
41322,White Win,9
41323,White Win,11
41324,White Win,8
41325,White Win,9
41326,Black Win,10
41327,Black Win,0
41328,Black Win,10
41329,White Win,16
41330,White Win,15
41331,Draw,10
41332,White Win,11
41333,Black Win,10
41334,Black Win,11
41335,White Win,18
41336,Black Win,7
41337,White Win,11
41338,White Win,9
41339,White Win,11
41340,Black Win,10
41341,Black Win,8
41342,Black Win,7
41343,Draw,11
41344,Black Win,0
41345,Black Win,13
41346,Black Win,11
41347,White Win,20
41348,White Win,12
41349,Black Win,11
41350,White Win,10
41351,White Win,6
41352,Black Win,6
41353,Draw,12
41354,White Win,8
41355,White Win,11
41356,Black Win,3
41357,Black Win,11
41358,White Win,16
41359,White Win,9
41360,Black Win,7
41361,White Win,10
41362,White Win,11
41363,White Win,11
41364,Black Win,5
41365,White Win,15
41366,Black Win,10
41367,White Win,18
41368,Black Win,11
41369,White Win,10
41370,Black Win,7
41371,White Win,14
41372,White Win,9
41373,White Win,10
41374,White Win,8
41375,White Win,8
41376,White Win,11
41377,Black Win,5
41378,White Win,20
41379,White Win,8
41380,White Win,9
41381,White Win,3
41382,Black Win,8
41383,White Win,9
41384,White Win,13
41385,Black Win,8
41386,White Win,17
41387,Black Win,8
41388,White Win,6
41389,White Win,13
41390,White Win,14
41391,Black Win,3
41392,White Win,10
41393,Black Win,6
41394,Black Win,5
41395,Black Win,3
41396,White Win,10
41397,Black Win,3
41398,Black Win,10
41399,Draw,11
41400,White Win,12
41401,Black Win,10
41402,Black Win,2
41403,White Win,12
41404,Black Win,8
41405,White Win,16
41406,Black Win,9
41407,Draw,9
41408,Black Win,4
41409,White Win,9
41410,Draw,12
41411,Black Win,9
41412,Black Win,15
41413,White Win,10
41414,Draw,8
41415,Black Win,9
41416,Black Win,12
41417,White Win,3
41418,Black Win,11
41419,Black Win,9
41420,White Win,12
41421,White Win,9
41422,Black Win,8
41423,Black Win,8
41424,White Win,10
41425,White Win,6
41426,White Win,16
41427,White Win,8
41428,White Win,12
41429,White Win,9
41430,Draw,7
41431,White Win,13
41432,Black Win,5
41433,Black Win,11
41434,Black Win,8
41435,White Win,12
41436,Black Win,1
41437,Black Win,9
41438,Black Win,10
41439,Black Win,0
41440,Black Win,7
41441,White Win,11
41442,Black Win,5
41443,Black Win,0
41444,Black Win,8
41445,White Win,10
41446,Black Win,11
41447,Black Win,4
41448,Black Win,4
41449,Black Win,10
41450,White Win,7
41451,White Win,13
41452,White Win,14
41453,Black Win,12
41454,White Win,8
41455,White Win,13
41456,White Win,10
41457,Black Win,11
41458,Black Win,11
41459,Black Win,11
41460,Black Win,8
41461,White Win,20
41462,White Win,13
41463,White Win,12
41464,White Win,16
41465,White Win,6
41466,White Win,6
41467,White Win,15
41468,White Win,10
41469,White Win,9
41470,White Win,10
41471,Black Win,9
41472,Black Win,8
41473,White Win,9
41474,White Win,11
41475,White Win,9
41476,White Win,11
41477,Black Win,8
41478,White Win,11
41479,White Win,9
41480,White Win,12
41481,Black Win,4
41482,Black Win,10
41483,Black Win,10
41484,White Win,8
41485,White Win,7
41486,Draw,8
41487,Black Win,4
41488,White Win,15
41489,White Win,10
41490,White Win,9
41491,Black Win,9
41492,White Win,12
41493,Black Win,9
41494,Black Win,15
41495,Black Win,7
41496,White Win,8
41497,Black Win,0
41498,Black Win,8
41499,White Win,18
41500,Black Win,7
41501,White Win,8
41502,Black Win,7
41503,Black Win,9
41504,White Win,12
41505,Black Win,8
41506,Black Win,13
41507,Black Win,11
41508,White Win,8
41509,Black Win,12
41510,White Win,14
41511,Black Win,12
41512,White Win,10
41513,White Win,12
41514,Black Win,7
41515,Black Win,9
41516,White Win,11
41517,White Win,12
41518,Black Win,5
41519,White Win,15
41520,White Win,13
41521,Black Win,8
41522,Black Win,10
41523,White Win,11
41524,Black Win,10
41525,Black Win,10
41526,Black Win,9
41527,Black Win,6
41528,White Win,20
41529,White Win,8
41530,White Win,10
41531,Black Win,6
41532,Draw,11
41533,White Win,8
41534,White Win,10
41535,Black Win,8
41536,Black Win,3
41537,White Win,14
41538,White Win,11
41539,White Win,11
41540,White Win,15
41541,Draw,11
41542,White Win,16
41543,White Win,11
41544,Black Win,10
41545,Black Win,4
41546,White Win,7
41547,Black Win,8
41548,White Win,8
41549,White Win,8
41550,White Win,11
41551,Black Win,11
41552,White Win,5
41553,Draw,11
41554,White Win,20
41555,White Win,11
41556,White Win,9
41557,Draw,8
41558,White Win,12
41559,Black Win,0
41560,Black Win,10
41561,Black Win,8
41562,White Win,18
41563,White Win,11
41564,Black Win,4
41565,Black Win,0
41566,Black Win,10
41567,White Win,9
41568,White Win,10
41569,White Win,12
41570,Black Win,3
41571,Black Win,12
41572,Black Win,7
41573,White Win,13
41574,White Win,6
41575,Black Win,8
41576,Black Win,9
41577,White Win,8
41578,White Win,11
41579,White Win,10
41580,Black Win,10
41581,Black Win,10
41582,White Win,15
41583,Black Win,8
41584,Black Win,9
41585,White Win,7
41586,White Win,9
41587,Black Win,11
41588,White Win,20
41589,Black Win,8
41590,White Win,6
41591,Black Win,1
41592,Black Win,3
41593,Black Win,6
41594,Black Win,8
41595,White Win,6
41596,Black Win,8
41597,White Win,7
41598,Draw,6
41599,Black Win,8
41600,Black Win,5
41601,White Win,6
41602,White Win,11
41603,Black Win,0
41604,Black Win,10
41605,Black Win,0
41606,White Win,12
41607,White Win,11
41608,Black Win,11
41609,Draw,9
41610,White Win,8
41611,Black Win,6
41612,Black Win,9
41613,White Win,11
41614,White Win,12
41615,Black Win,9
41616,Black Win,8
41617,Black Win,5
41618,White Win,7
41619,White Win,12
41620,White Win,12
41621,Black Win,0
41622,Draw,8
41623,White Win,10
41624,White Win,15
41625,Black Win,8
41626,White Win,11
41627,White Win,10
41628,White Win,11
41629,Black Win,8
41630,Black Win,12
41631,White Win,9
41632,Black Win,10
41633,White Win,13
41634,White Win,12
41635,White Win,11
41636,Black Win,3
41637,White Win,16
41638,White Win,11
41639,White Win,7
41640,Black Win,9
41641,Black Win,8
41642,White Win,12
41643,White Win,9
41644,Black Win,7
41645,White Win,13
41646,White Win,11
41647,Black Win,6
41648,White Win,9
41649,Black Win,8
41650,Black Win,7
41651,Black Win,5
41652,White Win,16
41653,White Win,11
41654,Black Win,12
41655,White Win,12
41656,White Win,6
41657,Black Win,10
41658,White Win,17
41659,Black Win,5
41660,White Win,15
41661,White Win,10
41662,White Win,9
41663,Black Win,9
41664,White Win,10
41665,White Win,9
41666,White Win,16
41667,White Win,8
41668,White Win,10
41669,White Win,5
41670,White Win,7
41671,White Win,8
41672,White Win,10
41673,Black Win,11
41674,White Win,16
41675,White Win,13
41676,White Win,7
41677,Black Win,8
41678,White Win,20
41679,Black Win,11
41680,White Win,11
41681,White Win,14
41682,White Win,2
41683,Black Win,5
41684,White Win,7
41685,Black Win,17
41686,White Win,7
